indice_tiempo,idempresa,cuit,empresa,direccion,localidad,provincia,region,idproducto,producto,idtipohorario,tipohorario,precio,fecha_vigencia,idempresabandera,empresabandera,latitud,longitud,geojson
2025-08,6541,30-70728910-0,DON LUIS SRL,AV. ROCA 21 Y H. YRIGOYEN 2700,COMODORO RIVADAVIA,CHUBUT,PATAGONIA,19,Gas Oil Grado 2,3,Nocturno,1518.0,2025-08-22 20:30:00,26,AXION,-45.88421,-67.51854,"{""type"":""Point"",""coordinates"":[-67.51854,-45.88421]}"
2025-06,4910,30-67635148-1,COPPARONI S.A,"RUTA 88 KM. 12,5",MAR DEL PLATA,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1325.0,2025-06-01 00:00:00,2,YPF,-38.00801,-57.70933,"{""type"":""Point"",""coordinates"":[-57.70933,-38.00801]}"
2025-06,8276,30-71405879-3,SUPER PERU SRL,ESTOMBA 983,BAHIA BLANCA,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1288.0,2025-06-01 00:00:00,2,YPF,-38.70962,-62.27739,"{""type"":""Point"",""coordinates"":[-62.27739,-38.70962]}"
2025-06,9972,30-71637102-2,SERVILUJAN COMBUSTIBLES S.A.,RUTA 6 Y 34,LUJAN,BUENOS AIRES,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1459.0,2025-06-01 00:00:00,2,YPF,-34.557095,-59.035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}"
2025-05,9817,30-71591036-1,SERVICENTRO EL ALAMO SA,Ruta 7 Km 259,JUNIN,BUENOS AIRES,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1273.0,2025-05-15 09:33:00,30,VOY,-34.61105,-60.95844,"{""type"":""Point"",""coordinates"":[-60.95844,-34.61105]}"
2025-06,8181,33-71405397-9,TINARI S.A.,URIARTE 1089,REMEDIOS DE ESCALADA,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1221.0,2025-06-01 00:00:00,2,YPF,-34.7331,-58.40987,"{""type"":""Point"",""coordinates"":[-58.40987,-34.7331]}"
2025-06,8137,30-70783593-8,PETROGUAZZ S.A.,RUTA PROV.65 KM 100,9 DE JULIO,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1288.0,2025-06-01 00:00:00,2,YPF,-35.45944,-60.92319,"{""type"":""Point"",""coordinates"":[-60.92319,-35.45944]}"
2025-06,682,30-70883682-2,ANGELA NESCI SRL,RUTA 22 Y TEGUCIGALPA km 1227,NEUQUEN,NEUQUEN,PATAGONIA,21,Gas Oil Grado 3,2,Diurno,1502.0,2025-06-01 00:00:00,2,YPF,-38.95743,-68.15193,"{""type"":""Point"",""coordinates"":[-68.15193,-38.95743]}"
2025-07,250,20-12697188-6,PETROMAX,RUTA NACIONAL 40 KM 154,POCITOS,SAN JUAN,CUYO,21,Gas Oil Grado 3,3,Nocturno,1551.0,2025-07-01 19:13:00,4,SHELL C.A.P.S.A.,-31.64328,-68.53842,"{""type"":""Point"",""coordinates"":[-68.53842,-31.64328]}"
2025-06,6816,30-70918662-7,MENDOZA FUNDACIONAL S.A.,CORONEL BELTRAN 634,MENDOZA,MENDOZA,PATAGONIA,21,Gas Oil Grado 3,2,Diurno,1375.0,2025-06-01 00:00:00,2,YPF,-32.87893,-68.82747,"{""type"":""Point"",""coordinates"":[-68.82747,-32.87893]}"
2025-06,873,30-67877449-5,OPESSA,RUTA 7 KM 54.8,GRAL. RODRIGUEZ,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1450.0,2025-06-01 00:00:00,2,YPF,-34.58507,-58.98255,"{""type"":""Point"",""coordinates"":[-58.98255,-34.58507]}"
2025-11,10141,30-71689592-7,SEVEN SAS,"INTERSECCION DE LAS RUTAS PROVINCIALES 45, 47 Y 53 0",PERICO,JUJUY,,21,Gas Oil Grado 3,2,Diurno,1999.0,2025-11-20 15:49:00,4,SHELL C.A.P.S.A.,-24.39058,-65.14934,"{""type"":""Point"",""coordinates"":[-65.14934,-24.39058]}"
2025-07,619,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,25 DE MAYO N° 293,VILLA LA PAZ,MENDOZA,CUYO,19,Gas Oil Grado 2,3,Nocturno,1310.0,2025-07-20 00:00:00,2,YPF,-33.45891,-67.55265,"{""type"":""Point"",""coordinates"":[-67.55265,-33.45891]}"
2025-06,985,30-52755255-5,ALBERTO M. SURBALLE SRL,SAN ISIDRO 902,RIVADAVIA,MENDOZA,CUYO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1185.0,2025-06-01 00:00:00,2,YPF,-33.19211,-68.46315,"{""type"":""Point"",""coordinates"":[-68.46315,-33.19211]}"
2025-06,4474,27-04442990-5,AGROMOVIL DEL OESTE,ACC. A RUTA 226 S/N Y DR. RATTO,CARLOS TEJEDOR,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,1420.0,2025-06-01 00:00:00,2,YPF,-35.39315,-62.42992,"{""type"":""Point"",""coordinates"":[-62.42992,-35.39315]}"
2025-06,849,30-67877449-5,OPESSA ACA ONCE,AV RIVADAVIA 3341,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1186.0,2025-06-01 00:00:00,2,YPF,-34.61046,-58.41369,"{""type"":""Point"",""coordinates"":[-58.41369,-34.61046]}"
2025-06,259,30-52171307-7,SIMON DREISPIEL SA,Av. Gdor Antonio Ruiz 2260,CORRIENTES,CORRIENTES,NEA,19,Gas Oil Grado 2,2,Diurno,1304.0,2025-06-01 00:00:00,2,YPF,-27.467161,-58.821191,"{""type"":""Point"",""coordinates"":[-58.821191,-27.467161]}"
2025-01,9561,33-56100334-9,EL TRIANGULO SA,RUTA 3 KM 677,BAHIA BLANCA,BUENOS AIRES,,21,Gas Oil Grado 3,2,Diurno,1479.0,2025-01-03 00:14:00,26,AXION,-38.754673,-62.203338,"{""type"":""Point"",""coordinates"":[-62.203338,-38.754673]}"
2025-06,5065,20-10098647-8,ANGEL JOSE CHOCRON,AV. SAN MARTIN 909,JUNIN,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1535.0,2025-06-12 15:35:00,28,PUMA,-34.58275,-60.93537,"{""type"":""Point"",""coordinates"":[-60.93537,-34.58275]}"
2025-06,11214,30-71692315-7,TUTTO CAR SA,7 3311,LA PLATA,BUENOS AIRES,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1552.0,2025-06-21 15:29:00,28,PUMA,-34.950468,-57.903292,"{""type"":""Point"",""coordinates"":[-57.903292,-34.950468]}"
2025-12,2319,20-13207323-7,"ARRATE, JOSE LUIS",59 N 3734,NECOCHEA,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,1999.0,2025-12-31 00:00:00,26,AXION,-38.545886,-58.749893,"{""type"":""Point"",""coordinates"":[-58.749893,-38.545886]}"
2025-07,3300,20-08276278-8,BENITEZ PEDRO ROGELIO,PRINGLES S/N,LA PAZ,CORDOBA,CENTRO,3,Nafta (premium) de más de 95 Ron,2,Diurno,1571.0,2025-07-29 16:02:00,2,YPF,-32.21669,-65.05022,"{""type"":""Point"",""coordinates"":[-65.05022,-32.21669]}"
2025-06,3211,30-70733460-2,DAMARRA S.R.L.,RUTA 2 KM 274.5,MAIPU,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1468.0,2025-06-24 22:16:00,1,BLANCA,-36.857376,-57.871615,"{""type"":""Point"",""coordinates"":[-57.871615,-36.857376]}"
2025-07,1084,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,RP 20 CHACRA 23,COLONIA SARMIENTO,CHUBUT,PATAGONIA,21,Gas Oil Grado 3,3,Nocturno,1602.0,2025-07-20 00:00:00,2,YPF,-45.59946,-69.07824,"{""type"":""Point"",""coordinates"":[-69.07824,-45.59946]}"
2025-06,7301,30-70940939-1,"SBARBATI, FELICE Y MAGNO SA",RUTA NACIONAL 33 134.5,PIGUE,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1480.0,2025-06-01 00:00:00,2,YPF,-37.59286,-62.41933,"{""type"":""Point"",""coordinates"":[-62.41933,-37.59286]}"
2025-07,1084,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,RP 20 CHACRA 23,COLONIA SARMIENTO,CHUBUT,PATAGONIA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1120.0,2025-07-20 00:00:00,2,YPF,-45.59946,-69.07824,"{""type"":""Point"",""coordinates"":[-69.07824,-45.59946]}"
2025-06,7289,30-66498546-9,LEVEAL S.A.,RUTA 8 KM. 175,ARRECIFES,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1283.0,2025-06-02 09:59:00,1,BLANCA,-34.05957,-60.09632,"{""type"":""Point"",""coordinates"":[-60.09632,-34.05957]}"
2025-12,6949,30-71008242-8,WINE GAS S.A.,RUTA NACIONAL Nº 40 Y RUTA PROV. Nº 34,LAVALLE,MENDOZA,CUYO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1599.0,2025-12-02 06:00:00,26,AXION,-32.71683,-68.67929,"{""type"":""Point"",""coordinates"":[-68.67929,-32.71683]}"
2025-06,6179,30-67877449-5,OPESSA,RUTA 205 KM 182 Y FROCHAM,SALADILLO,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,1283.0,2025-06-01 00:00:00,2,YPF,-35.62447,-59.77806,"{""type"":""Point"",""coordinates"":[-59.77806,-35.62447]}"
2025-06,955,30-67877449-5,OPESSA,RUTA 193 KM 3,ZARATE,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1215.0,2025-06-01 00:00:00,2,YPF,-34.13488,-59.04729,"{""type"":""Point"",""coordinates"":[-59.04729,-34.13488]}"
2025-06,8069,30-66453417-3,SAN JOAQUIN S.A.,GENERAL ROJO 5171,LAFERRERE,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1314.0,2025-06-06 17:48:00,4,SHELL C.A.P.S.A.,-34.757758,-58.607954,"{""type"":""Point"",""coordinates"":[-58.607954,-34.757758]}"
2025-06,964,30-70787345-7,PETROBAN SRL,AV. BELGRANO Nº 624 - LA BANDA,LA BANDA,SANTIAGO DEL ESTERO,NOA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1436.0,2025-06-01 00:00:00,2,YPF,-27.73713,-64.24568,"{""type"":""Point"",""coordinates"":[-64.24568,-27.73713]}"
2025-05,6624,30-66904113-2,LA BARRANCA S.R.L.,TIERRA DEL FUEGO Y RUTA A005,RIO CUARTO,CORDOBA,CENTRO,21,Gas Oil Grado 3,3,Nocturno,1526.0,2025-05-07 19:55:00,26,AXION,-33.09216,-64.35387,"{""type"":""Point"",""coordinates"":[-64.35387,-33.09216]}"
2025-09,4679,30-63065624-5,D TUENO SERVICE S.A.,PTE PERON 87,MORON,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,1355.0,2025-09-16 16:49:00,29,GULF,-34.638061,-58.566238,"{""type"":""Point"",""coordinates"":[-58.566238,-34.638061]}"
2025-02,6897,30-70936485-1,PROMOVIL S.A.,LAVALLE Y LIMA,SAN MARTIN,MENDOZA,CUYO,6,GNC,3,Nocturno,599.0,2025-02-01 14:00:00,4,SHELL C.A.P.S.A.,-33.072357,-68.47547,"{""type"":""Point"",""coordinates"":[-68.47547,-33.072357]}"
2025-09,9445,30-71374220-8,FULL PETROL SA,RUTA 14 KM 747,VIRASORO,CORRIENTES,,3,Nafta (premium) de más de 95 Ron,2,Diurno,1739.0,2025-09-19 15:36:00,26,AXION,-28.051403,-56.013248,"{""type"":""Point"",""coordinates"":[-56.013248,-28.051403]}"
2025-06,8428,30-71430890-0,DEL PARQUE SRL,SILVIO TOSELLO 1480,NEUQUEN,NEUQUEN,PATAGONIA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1297.0,2025-06-01 00:00:00,2,YPF,-38.908931,-68.080039,"{""type"":""Point"",""coordinates"":[-68.080039,-38.908931]}"
2025-08,967,30-64422635-9,ESTACION DE SERVICIO EL CHANGO SRL,AV. PARAGUAY ESQ. BELGICA,SALTA,SALTA,NOA,6,GNC,3,Nocturno,745.0,2025-08-29 13:44:00,2,YPF,-24.80579,-65.41996,"{""type"":""Point"",""coordinates"":[-65.41996,-24.80579]}"
2025-06,1964,20-06123449-8,JOSE LORENZO CELDRAN,AVDA.JOSE ROBERTI Y DR. B. MARTINEZ,TEODELINA,SANTA FE,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1266.0,2025-06-01 00:00:00,2,YPF,-34.186,-61.53044,"{""type"":""Point"",""coordinates"":[-61.53044,-34.186]}"
2025-06,9573,30-71560125-3,GRUPO BACO SRL,Ruta Nacional 86 km 1347,LAGUNA BLANCA,FORMOSA,,19,Gas Oil Grado 2,2,Diurno,1304.0,2025-06-01 00:00:00,2,YPF,-25.136671,-58.242693,"{""type"":""Point"",""coordinates"":[-58.242693,-25.136671]}"
2025-06,8139,30-71426416-4,SINERCOM SRL,Avenida General Paz 7500,SANTA FE,SANTA FE,CENTRO,19,Gas Oil Grado 2,2,Diurno,1384.0,2025-06-01 00:00:00,26,AXION,-31.60312,-60.67456,"{""type"":""Point"",""coordinates"":[-60.67456,-31.60312]}"
2025-06,2279,20-12901527-7,PEDRO MANUEL FANTIN,RUTA NACIONAL Nº11 KM 872,VILLA OCAMPO,SANTA FE,CENTRO,21,Gas Oil Grado 3,3,Nocturno,1414.0,2025-06-01 00:00:00,2,YPF,-28.48996,-59.34633,"{""type"":""Point"",""coordinates"":[-59.34633,-28.48996]}"
2025-06,9159,30-50191240-5,UNIÓN AGRÍCOLA DE AVELLANEDA COOP. LTDA.,SAN MARTIN S/Nº,LOS JURIES,SANTIAGO DEL ESTERO,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1244.0,2025-06-01 00:00:00,2,YPF,-28.46122,-62.10594,"{""type"":""Point"",""coordinates"":[-62.10594,-28.46122]}"
2025-06,4361,30-70883555-9,ESTACION VISION SRL,VICTORINO DE LA PLAZA Y FCO. J. ARIAS,SALTA,SALTA,NOA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1449.0,2025-06-01 00:00:00,2,YPF,-24.79547,-65.39623,"{""type"":""Point"",""coordinates"":[-65.39623,-24.79547]}"
2025-06,5747,30-70853257-2,GERK & CIA SA,RUTA NACIONAL 40 KM 104,EUGENIO BUSTOS,MENDOZA,CUYO,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1185.0,2025-06-01 00:00:00,2,YPF,-33.79226,-69.06507,"{""type"":""Point"",""coordinates"":[-69.06507,-33.79226]}"
2025-06,8656,30-71513686-0,RUAY SRL,Avda. Calchaquí esq. Belgrano,BELEN,CATAMARCA,NOA,19,Gas Oil Grado 2,3,Nocturno,1303.0,2025-06-01 00:00:00,2,YPF,-27.64924,-67.02976,"{""type"":""Point"",""coordinates"":[-67.02976,-27.64924]}"
2025-12,2525,30-70725838-8,ESTACION SERVICIO DEL CENTRO SRL,RIVADAVIA E YRIGOYEN,PICO TRUNCADO,SANTA CRUZ,PATAGONIA,21,Gas Oil Grado 3,2,Diurno,2059.0,2025-12-06 05:35:00,26,AXION,-46.798999,-67.960328,"{""type"":""Point"",""coordinates"":[-67.960328,-46.798999]}"
2025-06,1109,30-67877449-5,OPESSA,AV RAWSON 216 Y RIVADAVIA,SAN JUAN,SAN JUAN,CUYO,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1237.0,2025-06-01 00:00:00,2,YPF,-31.53604,-68.5145,"{""type"":""Point"",""coordinates"":[-68.5145,-31.53604]}"
2025-06,8479,30-71433920-2,MAS SINERGIA .SA,RUTA 34 KM 406,SELVA,SANTIAGO DEL ESTERO,NOA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1244.0,2025-06-01 00:00:00,2,YPF,-29.76083,-62.05745,"{""type"":""Point"",""coordinates"":[-62.05745,-29.76083]}"
2025-09,4522,30-65740754-9,PETROSUD S.R.L.,independencia y solis 2200,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1696.0,2025-09-02 06:00:00,6,DAPSA S.A.,-27.81609,-64.23728,"{""type"":""Point"",""coordinates"":[-64.23728,-27.81609]}"
2025-06,6677,30-67268876-7,CARGO SRL,RUTA 7 - PQUE. INDUSTRIAL,CENTENARIO,NEUQUEN,PATAGONIA,21,Gas Oil Grado 3,2,Diurno,1672.0,2025-06-20 22:33:00,28,PUMA,-38.84725,-68.12222,"{""type"":""Point"",""coordinates"":[-68.12222,-38.84725]}"
2025-06,725,33-61122668-9,JACARANDA S.A.,ENTRE RIOS 1958,SALTA,SALTA,NOA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1449.0,2025-06-01 00:00:00,2,YPF,-24.7798,-65.42926,"{""type"":""Point"",""coordinates"":[-65.42926,-24.7798]}"
2025-08,7672,30-71092757-6,POSTA 16 S.R.L.,FORMOSA 949,ROLDAN,SANTA FE,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1412.0,2025-08-04 14:13:00,29,GULF,-32.89194,-60.89183,"{""type"":""Point"",""coordinates"":[-60.89183,-32.89194]}"
2025-09,9797,30-71655109-8,TIRO AL BLANCO SRL,HIPOLITO IRIGOYEN 1336,SGO. DEL ESTERO,SANTIAGO DEL ESTERO,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1700.0,2025-09-11 13:56:00,8,REFINOR,-27.774872,-64.271024,"{""type"":""Point"",""coordinates"":[-64.271024,-27.774872]}"
2025-06,9856,33-70810905-9,EL GUAYACAN S.A,RUTA NAC 89 KM 386,QUIMILI,SANTIAGO DEL ESTERO,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1229.0,2025-06-01 09:58:00,1,BLANCA,-27.65672,-62.40886,"{""type"":""Point"",""coordinates"":[-62.40886,-27.65672]}"
2025-06,4245,30-70862100-1,VILLAFUEL SA,AV. CARCANO 140,VILLA CARLOS PAZ,CORDOBA,CENTRO,21,Gas Oil Grado 3,2,Diurno,1427.0,2025-06-01 00:00:00,2,YPF,-31.42448,-64.49503,"{""type"":""Point"",""coordinates"":[-64.49503,-31.42448]}"
2025-06,1588,20-08022981-0,MORENO ALBERTO,RUTA PROV 202 - JAIME PRATS,SAN RAFAEL,MENDOZA,CUYO,21,Gas Oil Grado 3,2,Diurno,1375.0,2025-06-01 00:00:00,2,YPF,-34.96858,-67.72254,"{""type"":""Point"",""coordinates"":[-67.72254,-34.96858]}"
2025-08,6865,30-71006472-1,ESTACION EL BOSQUE S.A.,AVENIDA BELGRANO 2297 ESQ. EJÉRCITO DEL NORTE,SAN MIGUEL DE TUCUMAN,TUCUMAN,CUYO,19,Gas Oil Grado 2,3,Nocturno,1384.0,2025-08-02 06:00:00,8,REFINOR,-26.81304,-65.22884,"{""type"":""Point"",""coordinates"":[-65.22884,-26.81304]}"
2025-06,1136,30-67877449-5,OPESSA,ARAOZ Y POSE,S.M. DE TUCUMAN,TUCUMAN,CUYO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1256.0,2025-06-01 00:00:00,2,YPF,-26.8336,-65.19337,"{""type"":""Point"",""coordinates"":[-65.19337,-26.8336]}"
2025-06,2419,33-70790140-9,SAN ISIDRO 2000 S.A.,AV. ANDRES ROLÓN 1902,BECCAR,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1215.0,2025-06-01 00:00:00,2,YPF,-34.46806,-58.54212,"{""type"":""Point"",""coordinates"":[-58.54212,-34.46806]}"
2025-04,7202,30-70769300-9,ESTACION DE SERVICIO DON ANTONIO COOPERATIVA DE TRABAJO LIMITADA,PASTEUR Y F.M. ESQUIU 0,RIVERA,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1285.0,2025-04-01 12:35:00,1,BLANCA,-37.15406,-63.24661,"{""type"":""Point"",""coordinates"":[-63.24661,-37.15406]}"
2025-03,4433,30-64561763-7,GNC PROVINCIAS UNIDAS S.A,JUAN MANUEL DE ROSAS 1802,LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,6,GNC,3,Nocturno,479.0,2025-03-11 14:48:00,28,PUMA,-34.67286,-58.53954,"{""type"":""Point"",""coordinates"":[-58.53954,-34.67286]}"
2025-01,9687,30-70949742-8,OPERADORA SAN JUAN S.A.,AVENIDA COLON  5786,MAR DEL PLATA,BUENOS AIRES,,6,GNC,2,Diurno,779.0,2025-01-03 06:00:00,4,SHELL C.A.P.S.A.,-37.98739,-57.582292,"{""type"":""Point"",""coordinates"":[-57.582292,-37.98739]}"
2025-06,7606,30-70997484-6,ASFALIA S.A,Bandera lo los andes 2781,GUAYMALLEN,MENDOZA,CUYO,21,Gas Oil Grado 3,2,Diurno,1375.0,2025-06-01 00:00:00,2,YPF,-32.89762,-68.8023,"{""type"":""Point"",""coordinates"":[-68.8023,-32.89762]}"
2025-08,8256,30-71204299-7,DON PEDRO JUAN DE GENERAL ALVEAR S.A.,PTE PERON 852,GRAL. ALVEAR,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,1372.0,2025-08-04 15:00:00,6,DAPSA S.A.,-36.021045,-60.015233,"{""type"":""Point"",""coordinates"":[-60.015233,-36.021045]}"
2025-11,7390,33-71114804-9,REICHEL S.A.,RUTA NAC. 11 KM. 793,AVELLANEDA,SANTA FE,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1589.0,2025-11-08 08:00:00,26,AXION,-29.10906,-59.65037,"{""type"":""Point"",""coordinates"":[-59.65037,-29.10906]}"
2025-06,3240,30-54043806-0,FARMEX SAIC,AV MAIPU 999,VICENTE LOPEZ,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1196.0,2025-06-01 00:00:00,2,YPF,-34.52892,-58.48058,"{""type"":""Point"",""coordinates"":[-58.48058,-34.52892]}"
2025-06,664,30-57236539-1,PETROVALLE S.A.,AV. DEL COLONO 0,2 DE MAYO,MISIONES,NEA,21,Gas Oil Grado 3,3,Nocturno,1489.0,2025-06-01 00:00:00,2,YPF,-27.02556,-54.68721,"{""type"":""Point"",""coordinates"":[-54.68721,-27.02556]}"
2025-06,2776,20-04540416-2,IOTTI DANIEL ENRIQUE,RUTA 7 KM 103,SAN ANDRES DE GILES,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,1420.0,2025-06-01 00:00:00,2,YPF,-34.45216,-59.45074,"{""type"":""Point"",""coordinates"":[-59.45074,-34.45216]}"
2025-06,754,30-66094515-2,HEKAR S.R.L.,Acceso sur 8051,CARRODILLA,MENDOZA,CUYO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1185.0,2025-06-01 00:00:00,2,YPF,-32.96457,-68.83936,"{""type"":""Point"",""coordinates"":[-68.83936,-32.96457]}"
2025-06,10738,30-71058144-0,OPERADORA DE SERVICIOS SRL,9 OESTE 1020,GRAL. PICO,LA PAMPA,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1029.0,2025-06-06 17:00:00,28,PUMA,-35.672544,-63.775506,"{""type"":""Point"",""coordinates"":[-63.775506,-35.672544]}"
2025-06,6413,30-67877449-5,OPESSA BERISSO PUENTE ROMA,CALLE 2  Y 158,BERISSO,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1435.0,2025-06-01 00:00:00,2,YPF,-34.87522,-57.89605,"{""type"":""Point"",""coordinates"":[-57.89605,-34.87522]}"
2025-07,783,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,SANTA FE N° 99,SAN FRANCISCO,CORDOBA,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1352.0,2025-07-20 00:00:00,2,YPF,-31.42041,-62.06421,"{""type"":""Point"",""coordinates"":[-62.06421,-31.42041]}"
2025-06,5220,20-17557367-5,SILVIO MARIO AGUZZI,AV.JOSE LEON SUAREZ 348,CHIVILCOY,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1349.0,2025-06-01 13:13:00,4,SHELL C.A.P.S.A.,-34.8859,-60.007,"{""type"":""Point"",""coordinates"":[-60.007,-34.8859]}"
2025-06,8809,30-71538539-9,GUIDO COMBUSTIBLES SA,RUTA 2 KM 249,CASTELLI,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1267.0,2025-06-01 00:00:00,2,YPF,-36.64956,-57.78864,"{""type"":""Point"",""coordinates"":[-57.78864,-36.64956]}"
2025-05,10524,30-71520387-8,DE BONA GIACOMA S.R.L,AV ROCA 410,CINCO SALTOS,RIO NEGRO,,3,Nafta (premium) de más de 95 Ron,2,Diurno,1268.0,2025-05-09 11:06:00,28,PUMA,-38.82795,-68.065148,"{""type"":""Point"",""coordinates"":[-68.065148,-38.82795]}"
2025-10,3438,30-67053999-3,PETROBRAS NORTE,PEDRO DERBES Y DOMECQ GARCÌA,PUERTO MADRYN,CHUBUT,PATAGONIA,19,Gas Oil Grado 2,3,Nocturno,1620.0,2025-10-27 08:18:00,28,PUMA,-42.75729,-65.03904,"{""type"":""Point"",""coordinates"":[-65.03904,-42.75729]}"
2025-06,3785,30-54956304-6,IGLESIAS HNOS. S.A,AVENIDA LIBERTADOR 820,EL CALAFATE,SANTA CRUZ,PATAGONIA,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1253.0,2025-06-01 00:00:00,2,YPF,-50.33819,-72.25938,"{""type"":""Point"",""coordinates"":[-72.25938,-50.33819]}"
2025-06,1160,30-64539436-0,PETROLERA SAN JUAN S.A.,DUARTE QUIROZ 1154,CORDOBA,CORDOBA,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1278.0,2025-06-01 09:43:00,28,PUMA,-31.414814,-64.200441,"{""type"":""Point"",""coordinates"":[-64.200441,-31.414814]}"
2025-06,564,30-52324053-2,GÜERINO S.A.,RUTA 8 KM 17500,VILLA  BALLESTER,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,1375.0,2025-06-01 00:00:00,2,YPF,-34.56477,-58.5687,"{""type"":""Point"",""coordinates"":[-58.5687,-34.56477]}"
2025-06,3228,30-54706763-7,AUTOSUR RÍ­O GRANDE S.A. (APIES 1886),ISLAS MALVINAS 830,RIO GRANDE,TIERRA DEL FUEGO,PATAGONIA,19,Gas Oil Grado 2,2,Diurno,1095.0,2025-06-01 00:00:00,2,YPF,-53.78036,-67.71667,"{""type"":""Point"",""coordinates"":[-67.71667,-53.78036]}"
2025-08,217,30-62758387-3,PASCUA S.A.,CALLE 106 2758,OLAVARRIA,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1492.0,2025-08-01 16:01:00,4,SHELL C.A.P.S.A.,-36.87727,-60.30231,"{""type"":""Point"",""coordinates"":[-60.30231,-36.87727]}"
2025-05,425,34-63168446-9,PARADOR FIGHIERA SRL,AUT. ARAMBURU KM 260,FIGHIERA,SANTA FE,CENTRO,21,Gas Oil Grado 3,2,Diurno,1398.0,2025-05-20 13:55:00,6,DAPSA S.A.,-33.20262,-60.4917,"{""type"":""Point"",""coordinates"":[-60.4917,-33.20262]}"
